id,country_long,name,primary_fuel,capacity_mw,commissioning_year,passage
5637,United States of America,Falls Hydro,Hydro,31.4,1919.859872611465,The Falls Hydro power plant in United States of America. It is a Hydro facility with a capacity of 31 MW. It was commissioned in 1920. Located at latitude 35 and longitude -80.
5638,United States of America,Falls River Hydro,Hydro,9.0,1993.0,The Falls River Hydro power plant in United States of America. It is a Hydro facility with a capacity of 9 MW. It was commissioned in 1993. Located at latitude 44 and longitude -111.
5639,United States of America,Falls Village,Hydro,9.0,1914.0,The Falls Village power plant in United States of America. It is a Hydro facility with a capacity of 9 MW. It was commissioned in 1914. Located at latitude 42 and longitude -73.
5640,United States of America,Falmouth Landfill Solar,Solar,3.0,2017.0,The Falmouth Landfill Solar power plant in United States of America. It is a Solar facility with a capacity of 3 MW. It was commissioned in 2017. Located at latitude 42 and longitude -71.
5641,United States of America,False Island,Oil,1.3,2003.0,The False Island power plant in United States of America. It is a Oil facility with a capacity of 1 MW. It was commissioned in 2003. Located at latitude 55 and longitude -133.
5642,United States of America,Faraday,Hydro,19.2,1958.0,The Faraday power plant in United States of America. It is a Hydro facility with a capacity of 19 MW. It was commissioned in 1958. Located at latitude 45 and longitude -122.
5643,United States of America,Fargo Drop,Hydro,1.1,2013.0,The Fargo Drop power plant in United States of America. It is a Hydro facility with a capacity of 1 MW. It was commissioned in 2013. Located at latitude 44 and longitude -117.
5644,United States of America,Faribault Energy Park,Gas,334.5,2005.729446935725,The Faribault Energy Park power plant in United States of America. It is a Gas facility with a capacity of 334 MW. It was commissioned in 2006. Located at latitude 44 and longitude -93.
5645,United States of America,Farley Road Community Solar,Solar,1.9,2017.0,The Farley Road Community Solar power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2017. Located at latitude 42 and longitude -72.
5646,United States of America,Farmer City,Oil,11.3,1985.1681415929204,The Farmer City power plant in United States of America. It is a Oil facility with a capacity of 11 MW. It was commissioned in 1985. Located at latitude 40 and longitude -89.
5647,United States of America,Farmers Branch Renewable Energy Facility,Waste,3.2,2011.0,The Farmers Branch Renewable Energy Facility power plant in United States of America. It is a Waste facility with a capacity of 3 MW. It was commissioned in 2011. Located at latitude 33 and longitude -97.
5648,United States of America,Farmers City Wind LLC,Wind,146.0,2009.0,The Farmers City Wind LLC power plant in United States of America. It is a Wind facility with a capacity of 146 MW. It was commissioned in 2009. Located at latitude 41 and longitude -96.
5649,United States of America,Farmers Electric Cooperative - Kalona,Oil,6.0,2002.6666666666667,The Farmers Electric Cooperative - Kalona power plant in United States of America. It is a Oil facility with a capacity of 6 MW. It was commissioned in 2003. Located at latitude 42 and longitude -92.
5650,United States of America,Farmersville,Solar,4.5,2014.0,The Farmersville power plant in United States of America. It is a Solar facility with a capacity of 4 MW. It was commissioned in 2014. Located at latitude 36 and longitude -119.
5651,United States of America,Farmington Holdco Solar,Solar,5.0,2017.0,The Farmington Holdco Solar power plant in United States of America. It is a Solar facility with a capacity of 5 MW. It was commissioned in 2017. Located at latitude 45 and longitude -93.
5652,United States of America,Farmington Solar Farm,Solar,2.5,2018.0,The Farmington Solar Farm power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2018. Located at latitude 38 and longitude -90.
5653,United States of America,Farrington Farm,Solar,1.0,2012.0,The Farrington Farm power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2012. Located at latitude 36 and longitude -79.
5654,United States of America,FastSun 1 CSG,Solar,1.0,2020.0,The FastSun 1 CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2020. Located at latitude 45 and longitude -94.
5655,United States of America,FastSun 13 CSG,Solar,1.0,2020.0,The FastSun 13 CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2020. Located at latitude 46 and longitude -95.
5656,United States of America,FastSun 14 CSG,Solar,1.0,2020.0,The FastSun 14 CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2020. Located at latitude 44 and longitude -94.
5657,United States of America,FastSun 3 CSG,Solar,1.0,2020.0,The FastSun 3 CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2020. Located at latitude 46 and longitude -94.
5658,United States of America,FastSun 7 CSG,Solar,1.0,2020.0,The FastSun 7 CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2020. Located at latitude 45 and longitude -94.
5659,United States of America,FastSun 8 CSG,Solar,1.0,2020.0,The FastSun 8 CSG power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2020. Located at latitude 44 and longitude -94.
5660,United States of America,Faulkton,Oil,2.7,1969.0,The Faulkton power plant in United States of America. It is a Oil facility with a capacity of 3 MW. It was commissioned in 1969. Located at latitude 45 and longitude -99.
5661,United States of America,Fayette,Oil,10.9,1981.3302752293573,The Fayette power plant in United States of America. It is a Oil facility with a capacity of 11 MW. It was commissioned in 1981. Located at latitude 39 and longitude -93.
5662,United States of America,Fayette Energy Facility,Gas,644.1,2003.0,The Fayette Energy Facility power plant in United States of America. It is a Gas facility with a capacity of 644 MW. It was commissioned in 2003. Located at latitude 40 and longitude -80.
5663,United States of America,Fayette Power Project,Coal,1690.0,1981.8136094674555,The Fayette Power Project power plant in United States of America. It is a Coal facility with a capacity of 1690 MW. It was commissioned in 1982. Located at latitude 30 and longitude -97.
5664,United States of America,Feather River Energy Center,Gas,47.0,2003.0,The Feather River Energy Center power plant in United States of America. It is a Gas facility with a capacity of 47 MW. It was commissioned in 2003. Located at latitude 39 and longitude -122.
5665,United States of America,FedEx Field Solar Facility,Solar,2.0,2011.0,The FedEx Field Solar Facility power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2011. Located at latitude 39 and longitude -77.
5666,United States of America,FedEx Woodbridge,Solar,2.4,2010.0,The FedEx Woodbridge power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2010. Located at latitude 41 and longitude -74.
5667,United States of America,Federal Road Solar 1  LLC CSG,Solar,4.4,2016.0,The Federal Road Solar 1  LLC CSG power plant in United States of America. It is a Solar facility with a capacity of 4 MW. It was commissioned in 2016. Located at latitude 42 and longitude -71.
5668,United States of America,Feeder Dam Hydro Plant,Hydro,5.0,1924.0,The Feeder Dam Hydro Plant power plant in United States of America. It is a Hydro facility with a capacity of 5 MW. It was commissioned in 1924. Located at latitude 43 and longitude -74.
5669,United States of America,Felt,Hydro,7.4,1975.337837837838,The Felt power plant in United States of America. It is a Hydro facility with a capacity of 7 MW. It was commissioned in 1975. Located at latitude 44 and longitude -111.
5670,United States of America,Felton CSG PV1-5,Solar,5.0,2019.0,The Felton CSG PV1-5 power plant in United States of America. It is a Solar facility with a capacity of 5 MW. It was commissioned in 2019. Located at latitude 45 and longitude -93.
5671,United States of America,Fenner Wind,Wind,30.0,2001.0,The Fenner Wind power plant in United States of America. It is a Wind facility with a capacity of 30 MW. It was commissioned in 2001. Located at latitude 43 and longitude -76.
5672,United States of America,Fennimore,Oil,7.399999999999999,1988.810810810811,The Fennimore power plant in United States of America. It is a Oil facility with a capacity of 7 MW. It was commissioned in 1989. Located at latitude 43 and longitude -91.
5673,United States of America,Fennimore Solar,Solar,3.0,2019.0,The Fennimore Solar power plant in United States of America. It is a Solar facility with a capacity of 3 MW. It was commissioned in 2019. Located at latitude 43 and longitude -91.
5674,United States of America,Fenton Wind Farm,Wind,205.5,2007.0,The Fenton Wind Farm power plant in United States of America. It is a Wind facility with a capacity of 206 MW. It was commissioned in 2007. Located at latitude 44 and longitude -96.
5675,United States of America,Fergus Control Ctr,Oil,2.0,1995.0,The Fergus Control Ctr power plant in United States of America. It is a Oil facility with a capacity of 2 MW. It was commissioned in 1995. Located at latitude 46 and longitude -96.
5676,United States of America,Fermi,Nuclear,1281.0,1986.900858704137,The Fermi power plant in United States of America. It is a Nuclear facility with a capacity of 1281 MW. It was commissioned in 1987. Located at latitude 42 and longitude -83.
5677,United States of America,Fernandina Beach Mill,Biomass,96.9,1984.315789473684,The Fernandina Beach Mill power plant in United States of America. It is a Biomass facility with a capacity of 97 MW. It was commissioned in 1984. Located at latitude 31 and longitude -81.
